#name	value
uc001lje.1	NM_018180
uc001ljf.1	NM_018180
uc001ljg.1	NM_018180
uc009yam.1	NM_018180
uc031pxo.1	NR_102707
uc001ljk.2	NM_003474
uc010qul.1	NM_003474
uc001ljm.3	NM_021641
uc001ljn.3	NM_021641
uc001ljl.4	NM_021641
uc031pxp.1	NR_073453
uc001ljp.3	NM_001004298
uc001ljq.3	NM_001004298
uc010qum.2	NM_001004298
uc009yao.2	NM_001004298
uc001ljs.1	NM_001004298
uc001lju.1	NM_001039762
uc009yap.1	NM_001039762
uc010quo.1	NM_001039762
uc001ljv.1	NM_001039762
uc001ljz.1	NM_152311
uc001lka.1	NM_152311
uc001lke.3	NM_002417
uc001lkf.3	NM_001145966
uc009yav.1	NM_001145966
uc009yaw.1	NM_001145966
uc001lki.2	NM_001005463
uc021qav.2	NM_001005463
uc021qaw.1	NR_036179
uc010qur.2	NM_001005463
uc010qus.2	NR_034125
uc021qaz.1	NR_036180
uc001lkp.3	NM_174937
uc009yax.1	NM_174937
uc021qba.1	NR_038365
uc001lkv.1	NM_004052
uc010qut.1	NM_004052
uc001llc.1	NM_173575
uc001lld.1	NM_173575
uc001lle.1	NM_173575
uc010quu.1	NM_173575
uc009ybc.2	NM_173575
uc009ybd.1	NM_173575
uc001llr.2	NM_177400
uc021qbc.1	NM_001200049
uc009ybf.2	NM_001200049
uc001llt.3	NM_001200049
uc001llu.3	NM_001200049
uc009ybh.2	NR_030170
uc021qbe.1	NM_001109
uc009ybi.3	NM_001164489
uc010qva.2	NM_001164490
uc010qvb.1	NM_001164489
uc009ybj.2	NM_001164489
uc001lmf.2	NM_001256618
uc010qvc.2	NM_001256617
uc001lmg.2	NM_006659
uc010qvd.2	NM_001256618
uc009ybk.2	NM_006659
uc001lmh.2	NR_046330
uc031pxr.1	NM_006659
uc001lmo.2	NM_015722
uc001lms.2	NM_198472
uc001lmt.2	NM_001098483
uc001lmu.3	NM_004092
uc021qbg.1	NR_037509
uc001lnf.4	NM_001012508
uc001lnm.2	NM_130784
uc009ybn.2	NM_001143763
uc001lnn.2	NM_130784
uc001lno.2	NM_001143764
uc031pxt.1	NM_001143764
uc031pxu.1	NR_033789
uc010qvg.2	NM_001080998
uc011llp.1	NR_051986
uc011lls.1	NM_203447
uc003zgf.2	NM_203447
uc010mgt.3	NM_001190458
uc003zgg.3	NM_001190458
uc022bct.1	NM_001190458
uc022bcu.1	NM_001193536
uc010mgv.3	NM_001190458
uc010mgu.3	NM_001193536
uc010mgw.2	NM_001193536
uc003zgk.2	NM_001193536
uc003zgl.2	NM_001256876
uc003zgm.4	NM_015158
uc031tct.1	NM_001256877
uc003zgn.2	NM_015158
uc003zgo.1	NM_015158
uc003zgp.1	NM_015158
uc003zgq.2	NM_015158
uc003zgr.1	NM_015158
uc003zgs.2	NM_153186
uc010mgx.2	NM_015158
uc010mgy.2	NM_015158
uc003zgt.1	NM_015158
uc003zgu.1	NM_021951
uc003zgv.3	NM_021951
uc003zgw.2	NM_021240
uc003zhb.4	NM_006557
uc003zgy.4	NM_181872
uc011llt.2	NM_001130865
uc022bcw.1	NM_006557
uc003zha.3	NM_181872
uc011llv.2	NM_181872
uc003zhc.3	NM_003070
uc003zhd.3	NM_139045
uc010mha.3	NM_139045
uc011llw.2	NM_139045
uc011llx.2	NM_139045
uc003zhe.3	NM_139045
uc010mhb.3	NM_139045
uc003zhk.1	NM_003383
uc003zhl.1	NM_001018056
uc003zhm.1	NM_001018056
uc003zho.2	NM_133497
uc003zia.3	NR_026663
uc003zij.2	NM_004170
uc003zin.4	NM_203453
uc003zio.3	NM_017913
uc003zis.2	NM_005772
uc010mhl.1	NM_005772
uc003ziu.1	NR_029836
uc010mhm.3	NM_004972
uc003ziw.3	NM_004972
uc003ziy.3	NM_002195
uc011lmb.2	NM_014143
uc003zje.3	NM_014143
uc010mhn.4	NR_052005
uc003zjf.4	NM_001267706
uc003zjg.4	NM_025239
uc011lmc.2	NM_025239
uc011lmd.2	NM_025239
uc010mhp.1	NM_025239
uc010mho.1	NM_025239
uc003zjh.4	NM_001135920
uc003zji.4	NM_020829
uc003zjl.4	NM_001206557
uc003zjj.1	NM_001135920
uc003zjo.1	NM_005511
uc022bde.1	NR_039811
uc003zjt.3	NM_033439
uc011lmg.2	NM_001199640
uc011lmh.2	NM_001199641
uc022bdf.1	NM_001199641
uc003zjv.3	NM_001001875
uc003zjw.3	NM_033516
uc003zjx.2	NM_001001874
uc003zjz.3	NM_152896
uc003zjy.3	NM_152896
uc003zka.1	NM_152896
uc003zkb.3	NR_046386
uc003zkd.3	NM_001146696
uc003zke.3	NM_001146696
uc010mhu.2	NM_001146696
uc010mhw.3	NM_001146695
uc011lmi.1	NM_001146695
uc011lmj.1	NM_001146694
uc003zkg.3	NM_001146694
uc003zkh.3	NM_015061
uc011lmk.2	NM_015061
uc011lml.2	NM_015061
uc003zkv.4	NM_000550
uc003zkw.3	NM_203403
uc022bdn.1	NR_038194
uc010mid.1	NR_003920
uc011lmt.1	NM_001039697
uc003zlt.3	NM_001039697
uc003zlu.3	NM_001039697
uc003zmc.2	NM_173550
uc010mih.1	NM_173550
uc003zmd.3	NM_173550
uc003zme.3	NM_173550
uc011lmu.2	NM_173550
uc003zmf.1	NM_173550
uc003zmw.2	NM_001114395
uc003zmx.4	NM_001114395
uc003zmz.2	NM_017738
uc003zmy.3	NM_017738
uc010mio.3	NM_017738
uc003zna.3	NM_003026
uc011lmx.1	NM_003026
uc011lmy.2	NM_003026
uc003znb.3	NM_052866
uc003znc.4	NM_052866
uc003zne.4	NM_001040272
uc022bds.1	NR_036107
uc003znf.4	NM_001040272
uc003zng.1	NM_001040272
uc003znj.3	NM_006570
uc031tcw.1	NM_017925
uc031tcx.1	NR_073201
uc031tcy.1	NM_017925
uc011lnd.3	NM_017925
uc003znr.3	NR_073201
uc003zns.4	NR_073201
uc003znt.3	NM_017925
uc003znx.1	NM_001010887
uc003zny.1	NM_001010887
uc003znz.1	NM_001010887
uc003zog.1	NM_017794
uc022beb.1	NR_030166
uc003zoh.1	NM_017794
uc003zpc.1	NM_002170
uc003zpd.2	NM_024013
uc003zph.3	NM_002451
uc010mit.3	NM_002451
uc031tcz.1	NM_002451
uc031tda.1	NM_002451
uc031tdb.1	NM_002451
uc031tdc.1	NM_002451
uc031tdd.1	NM_002451
uc031tde.1	NM_002451
uc003zpi.1	NM_002451
uc011lnk.2	NM_002451
uc011lnl.2	NM_002451
uc011lnm.3	NR_024274
uc022bee.1	NR_047541
uc010mix.1	NR_047542
uc022bef.1	NR_047533
uc010miw.1	NR_047539
uc022bed.1	NR_047540
uc003zpm.3	NR_003529
uc022bei.1	NR_047538
uc022bej.1	NR_047538
uc022bek.1	NR_047532
uc022bem.1	NR_047543
uc022ben.1	NR_047535
uc022bel.1	NR_047534
uc022beg.1	NR_047536
uc022beh.1	NR_047537
uc010miz.3	NR_047534
uc003zpp.1	NM_022160
uc003zpq.1	NR_038977
uc022beu.1	NM_001004352
uc010mja.3	NM_001099223
uc010mjb.3	NM_001099222
uc003zqf.4	NM_001099224
uc003zqg.4	NM_025103
uc010mjc.1	NM_000459
uc011lnn.1	NM_000459
uc003zqi.4	NM_000459
uc011lno.2	NM_000459
uc011lnp.2	NM_000459
uc003zqj.1	NM_000459
uc003zqp.3	NM_020124
uc010mjh.1	NM_002197
uc003zqw.4	NM_002197
uc003zqx.4	NM_002197
uc003zqy.4	NM_002197
uc003zrd.3	NR_033991
uc022bff.2	NR_033992
uc031tdl.1	NR_102376
uc031tdm.1	NR_102377
uc003zri.4	NM_212558
uc003zsd.1	NM_001539
uc011lnt.1	NM_001539
uc003zse.1	NM_001539
uc003zsh.3	NM_014471
uc003zsm.4	NM_016410
uc011lnv.2	NM_001195536
uc011lnw.2	NM_147134
uc003zso.3	NM_147134
uc003zsp.2	NM_147133
uc010mjr.2	NM_147133
uc003zsq.3	NM_002504
uc003zsr.3	NM_002504
uc010mjw.2	NM_001244752
uc010mjx.3	NM_004039
uc003zti.4	NM_001197097
uc003ztj.4	NM_007343
uc022bfu.1	NM_001197098
uc003ztl.4	NM_002771
uc003ztm.3	NM_017811
uc010mka.2	NM_001171202
uc022bfy.1	NM_001171203
uc003zty.3	NM_001171204
uc022bfz.1	NM_016525
uc003ztx.3	NM_016525
uc011loj.2	NM_001171201
uc011loi.2	NM_001171202
uc003ztz.3	NM_016525
uc003zuc.3	NM_147172
uc003zub.3	NM_001161
uc003zud.3	NM_147173
uc022bga.1	NM_001244390
uc011lom.1	NM_012144
uc003zum.3	NM_012144
uc003zut.2	NR_024369
uc003zur.2	NR_024369
uc003zus.2	NR_024369
uc003zve.4	NM_000155
uc003zvf.4	NM_001258332
uc011lop.1	NM_000155
uc003zvi.4	NM_001142784
uc011loq.3	NM_001142784
uc003zvk.4	NM_001142784
uc010mke.4	NR_052010
uc031tdp.1	NM_001142784
uc003zvq.3	NM_015297
uc003zvr.3	NM_015297
uc003zvs.4	NM_001135004
uc003zvt.3	NM_012266
uc011los.2	NM_001135005
uc003zvu.3	NM_001040412
uc003zvv.3	NM_001040411
uc003zvw.3	NM_203299
uc003zvx.3	NM_001040410
uc010mkl.1	NM_006377
uc003zwq.3	NM_006377
uc003zwr.3	NM_006377
uc010mkm.1	NM_006377
uc010mko.3	NR_003582
uc010mkp.3	NR_003582
uc010mkn.2	NR_003582
uc003zwu.2	NR_003581
uc003zww.3	NM_014806
uc010mkq.3	NR_052015
uc003zwx.4	NM_001135999
uc003zxa.3	NM_006285
uc010mks.3	NM_006285
uc022bgk.2	NR_039813
uc010mkx.2	NM_001195217
uc011loy.2	NM_001195200
uc003zxj.3	NM_001195201
uc022bgm.1	NM_001195217
uc011lox.2	NM_174923
uc003zxo.4	NM_001216
uc003zxv.3	NM_006368
uc010mla.3	NM_006368
uc011lpf.2	NM_001080496
uc003zyd.3	NM_003995
uc010mlb.3	NM_003995
uc003zyk.3	NM_016446
uc003zym.4	NM_001042589
uc003zyn.4	NM_016446
uc003zyo.4	NM_001042590
uc003zyp.4	NR_024006
uc003zyr.1	NM_001039792
uc003zys.1	NR_024283
uc031tdr.1	NM_021111
uc003zyu.4	NM_021111
uc003zyv.3	NM_021111
uc003zyw.3	NM_021111
uc010mle.1	NM_021111
uc003zyx.3	NM_021111
uc011lpj.1	NM_022343
uc010mlf.1	NM_022343
uc003zyy.1	NM_022343
uc003zyz.3	NM_022343
uc003zza.3	NM_022343
uc003zzb.4	NM_005893
uc003zzc.3	NM_007096
uc011lpk.2	NM_001184760
uc003zzd.3	NM_001076677
uc003zze.3	NM_001833
uc022bgo.1	NM_001184761
uc022bgp.1	NM_001184762
uc022bgq.2	NR_046337
uc003zzn.4	NM_014791
uc011lpr.3	NM_001256688
uc011lpo.3	NM_001256693
uc010mll.4	NM_001256689
uc011lpp.3	NM_001256687
uc011lpn.3	NM_001256685
uc010mlm.4	NM_001256690
uc011lps.3	NM_001256691
uc011lpq.3	NM_001256693
uc011lpm.3	NM_001256692
uc003zzp.2	NR_036592
uc003zzq.3	NM_032226
uc011lqh.2	NM_032226
uc022bgu.1	NM_032226
uc003zzs.1	NM_032226
uc010mlt.3	NM_032226
uc031tds.1	NM_032226
uc010mlu.4	NM_012203
uc010mlv.1	NM_012203
uc003zzt.1	NM_012203
uc003zzu.1	NM_012203
uc003zzv.1	NM_012203
uc003zzw.1	NM_012203
uc011lqj.1	NM_022490
uc003zzy.1	NM_022490
uc011lqk.1	NM_022490
uc003zzz.1	NM_022490
uc004aag.1	NM_014907
uc004aah.1	NM_014907
uc011lqm.2	NM_014907
uc011lqn.2	NM_014907
uc011lqo.2	NM_144964
uc011lqp.2	NM_144964
uc011lqq.2	NM_144964
uc004aai.3	NM_144964
uc004aaj.3	NM_144964
uc004aak.3	NM_144964
uc010mlz.3	NM_024345
uc004aao.3	NM_024345
uc004aap.3	NM_024345
uc004aay.3	NM_000692
uc031tdt.1	NR_027294
uc004abh.4	NR_027294
uc004abm.3	NM_001040065
uc004abp.3	NM_001040065
uc011lqt.2	NR_026803
uc010mmj.3	NM_001083124
uc010mmk.2	NR_026801
uc004abu.4	NM_001113541
uc031tdu.1	NR_046203
uc004acd.3	NM_001012419
uc010mmv.3	NM_001012421
uc004acg.3	NR_026759
uc004ach.3	NR_026759
uc004acn.3	NM_199244
uc004acq.4	NR_026558
uc004acz.2	NM_001201380
uc004ada.2	NM_001201380
uc004adb.3	NM_001201380
uc004adg.2	NR_046203
uc004adh.4	NR_027421
uc004adn.4	NR_024060
uc031tdw.1	NR_047527
uc031tdx.1	NR_003674
uc031tdy.1	NR_046203
uc004aed.1	NR_024496
uc004aeu.3	NM_001012419
uc010mnn.3	NM_032250
uc022bhu.1	NR_034006
uc010mnp.2	NR_034006
uc010mnw.1	NM_001098805
uc004afn.3	NM_001098805
uc004afv.2	NR_024443
uc004agh.3	NM_001024916
uc004agi.4	NM_201453
uc011lro.2	NM_201453
uc004agj.4	NM_201453
uc011lrp.2	NM_201453
uc004agl.4	NM_001024916
uc004agm.1	NM_199135
uc004agr.3	NM_021965
uc004agu.4	NM_003558
uc011lrq.3	NM_001278253
uc004agv.4	NM_003558
uc004agw.1	NM_138333
uc004agz.2	NM_181425
uc004aha.2	NM_000144
uc011lrr.1	NM_001161706
uc011lrs.2	NM_001170414
uc004ahb.1	NM_001170414
uc011lrt.1	NM_001170630
uc004ahd.3	NM_001170630
uc004ahe.3	NM_004817
uc004ahf.3	NM_201629
uc011lru.2	NM_001170415
uc011lrv.2	NM_001170416
uc010mom.1	NM_001170414
uc010mon.1	NM_001127608
uc004ahg.2	NM_004816
uc010moo.1	NM_001127608
uc004ahl.3	NM_001010940
uc011lrw.2	NM_001010940
uc010moq.3	NM_001010940
uc011lrx.2	NM_001010940
uc010mop.3	NM_001010940
uc004ahm.2	NM_153267
uc004ahn.2	NM_153267
uc004ahr.2	NM_015110
uc011lry.1	NM_015110
uc004ain.3	NM_182505
uc004aio.3	NM_182505
uc010mou.2	NM_182505
uc010mov.2	NM_182505
uc011lse.2	NM_001242507
uc004air.3	NM_001242505
uc011lsf.2	NM_001242506
uc004aiq.3	NM_004293
uc010mow.2	NM_001242507
uc004ais.3	NM_001242507
uc004ait.1	NM_001242507
uc004aiz.1	NM_138691
uc010moz.1	NM_138691
uc004aja.1	NM_138691
uc004ajb.1	NM_138691
uc004ajc.1	NM_138691
uc010mpa.1	NM_138691
uc031tee.1	NM_000700
uc004ajf.1	NM_000700
uc004ajg.1	NM_000700
uc004ajh.3	NM_006914
uc004aji.3	NM_006914
uc004ajv.4	NM_012383
uc004ajx.4	NM_012383
uc004ajy.2	NM_006200
uc004ajz.3	NM_006200
uc004aka.3	NM_006200
uc004akc.2	NM_001190482
uc004akb.3	NM_006200
uc011lsj.1	NR_026890
uc010mpf.3	NM_001490
uc010mpg.3	NM_001097634
uc010mph.3	NM_001490
uc004akf.4	NM_001097633
uc010mpi.3	NM_001097635
uc004akh.4	NM_001097636
uc010mpm.1	NR_015342
uc004akm.2	NR_015342
uc010mpn.1	NR_015342
uc004ako.1	NM_001013735
uc004akp.4	NM_001018038
uc004akq.4	NM_015186
uc004akr.3	NM_033305
uc004aks.3	NM_001018037
uc010mpo.1	NM_015186
uc004akt.3	NM_015186
uc004akx.2	NM_032171
uc004aky.4	NM_001098802
uc010mpp.3	NM_032171
uc011lsp.1	NM_032171
uc004akz.1	NM_032171
uc004ala.3	NM_058179
uc004alb.3	NM_021154
uc004alc.3	NM_007005
uc004ald.3	NM_007005
uc010mpr.3	NM_007005
uc004ale.3	NM_007005
uc011lsq.2	NM_007005
uc010mps.3	NM_007005
uc004alf.3	NM_007005
uc011lst.2	NR_026851
uc004amh.2	NM_001145197
uc010mpt.2	NM_207416
uc004amn.3	NM_001001670
uc004amt.2	NR_046422
uc004amu.3	NM_001001551
uc031tef.1	NM_001256915
uc010mpv.3	NM_001256915
uc004anq.4	NM_024945
uc004anr.4	NM_024945
uc004anp.4	NM_024945
uc004ans.4	NM_024945
uc004anv.1	NM_001007097
uc004any.1	NM_001018066
uc004anz.1	NM_006180
uc004aoa.1	NM_001018064
uc004aob.1	NM_001007097
uc011lsz.2	NM_001018065
uc011lta.2	NM_001018066
uc011ltb.1	NM_001007097
uc004aoc.3	NM_001018066
uc004aog.2	NR_029410
uc004aoi.4	NM_024635
uc004aoj.4	NM_024635
uc004aok.1	NM_024635
uc004aoy.3	NR_049794
uc004apa.1	NM_001001709
uc004apc.3	NM_004938
uc004ape.3	NM_004938
uc004apd.3	NM_004938
uc011ltg.2	NM_004938
uc011lth.2	NM_004938
uc004apf.1	NM_004938
uc004api.3	NM_145918
uc004apl.4	NM_001257971
uc004aph.3	NM_001912
uc004apk.4	NM_001257972
uc010mqh.3	NM_001257973
uc004apm.1	NR_027917
uc022bje.2	NR_033405
uc004app.4	NM_178828
uc004apq.4	NM_001145124
uc010mqi.3	NM_001145124
uc010mqj.3	NM_006717
uc004apy.3	NM_006717
uc004apz.3	NM_006717
uc010mqk.3	NM_006717
uc011ltj.2	NM_001161625
uc004aqa.3	NM_145283
uc004aqc.2	NM_001142413
uc004aqd.3	NM_001001938
uc004aqe.4	NM_005226
uc004aqh.3	NM_001827
uc022bjn.1	NR_036108
uc010mqn.1	NM_024077
uc004aqi.1	NM_024077
uc004aqj.1	NM_024077
uc004aqk.1	NM_024077
uc011ltk.1	NM_024077
uc010mqo.1	NM_024077
uc011ltl.1	NM_024077
uc004aqq.3	NM_006705
uc004aqs.2	NR_024280
uc004aqz.3	NM_003177
uc004ara.3	NM_001135052
uc004arb.3	NM_001174168
uc004arc.3	NM_001174167
uc011ltt.2	NM_001174167
uc011ltr.2	NM_001174167
uc011lts.2	NM_001174167
uc022bju.1	NR_037472
uc004aro.1	NR_015444
uc004arp.1	NR_027341
uc004arq.1	NR_027341
uc004arz.3	NM_001012267
uc010mqx.3	NM_001012267
uc004asj.3	NM_001012267
uc004asm.3	NR_036505
uc011lua.1	NR_026868
uc004ass.2	NR_026868
uc004asr.4	NR_026868
uc004asw.2	NM_001083536
uc004asx.2	NM_033086
uc004asz.2	NM_033086
uc004ata.3	NM_033086
uc011luc.1	NM_033086
uc004atb.3	NM_145006
uc004atc.3	NM_145006
uc004atd.3	NM_032310
uc004atf.3	NM_032310
uc010mrc.1	NM_006648
uc004ati.1	NM_006648
uc011lud.1	NM_006648
uc004atj.3	NM_006648
uc010mrd.1	NM_006648
uc004atk.3	NM_006648
uc004atl.1	NM_006648
uc004atv.3	NM_014612
uc004atw.3	NM_014612
uc004atx.3	NM_014612
uc004aty.3	NM_014612
uc004atz.3	NM_014612
uc010mrf.1	NM_014612
uc010mrg.3	NM_014612
uc004aub.3	NM_005392
uc011lug.1	NM_005392
uc004auc.3	NM_005392
uc022bkd.1	NR_036254
uc004auf.2	NM_177995
uc004aug.2	NM_001253830
uc010mri.2	NM_152422
uc004auh.2	NM_152422
uc010mrj.2	NM_001253829
uc004aui.3	NR_029476
uc004auj.3	NR_029483
uc004aul.2	NR_029481
uc004aum.1	NM_194320
uc004aun.3	NM_194320
uc004auo.3	NM_194320
uc022bki.1	NM_194320
uc004auq.1	NR_033937
uc004aur.3	NM_032558
uc011luh.2	NM_032558
uc011lui.2	NM_001193331
uc004aux.2	NM_001193331
uc004auy.3	NM_032823
uc004auz.1	NM_032823
uc004ava.3	NM_001193329
uc022bkj.1	NR_031755
uc004avb.2	NM_001193331
uc011luj.2	NM_032823
uc011luk.2	NM_032823
uc004avg.4	NR_029664
uc022bkm.1	NR_038982
uc010mrx.1	NM_001010895
uc004avt.4	NM_001010895
uc011lum.2	NM_001010895
uc010mry.1	NM_001010895
uc010mrz.3	NM_001010895
uc004avu.3	NM_001010895
uc004avy.4	NR_033838
uc004avz.3	NR_033838
uc010msg.3	NM_014282
uc010msh.3	NM_014282
uc011luo.1	NR_026792
uc022bko.1	NR_038890
uc011luq.2	NR_028350
uc022bkp.1	NM_001170741
uc004awq.2	NM_001045477
uc011lur.2	NR_036526
uc011lut.2	NM_020893
uc004axe.2	NM_020893
uc011lus.2	NM_020893
uc011luu.2	NR_036526
uc010msm.1	NR_036527
uc004axf.3	NM_020893
uc011luv.1	NM_020893
uc004axg.2	NM_020893
uc004axh.2	NM_020893
uc004axj.3	NM_014290
uc011lux.2	NM_014290
uc010msp.1	NM_014290
uc011luy.2	NM_014290
uc004axl.2	NM_001166116
uc004axk.2	NM_003275
uc004axq.3	NM_002486
uc004axu.3	NM_004473
uc004aya.3	NM_006401
uc004ayc.3	NM_018946
uc004aye.1	NM_018946
uc004ayz.3	NM_024642
uc004azb.2	NM_001855
uc004azc.3	NM_004612
uc004azd.3	NM_001130916
uc004aze.3	NM_004612
uc011lvc.2	NM_004612
uc004azh.3	NM_006808
uc004bae.3	NM_173199
uc022bky.1	NM_173200
uc004baf.1	NM_006981
uc004bak.3	NM_017919
uc004bal.4	NM_017919
uc010msx.3	NM_017919
uc011lvd.2	NM_017919
uc010mta.3	NM_183245
uc011lve.2	NM_014425
uc004bao.2	NM_183245
uc004bar.2	NR_051962
uc004bap.2	NM_014425
uc004baq.2	NM_183245
uc010mtb.2	NM_014425
uc022bkz.1	NM_001198807
uc004baw.3	NM_080655
uc022bla.1	NM_001198805
uc022blb.1	NM_001198806
uc004bax.3	NM_001198812
uc004bay.2	NM_001198812
uc004baz.2	NM_003692
uc004bba.3	NM_001018116
uc004bbb.3	NM_207299
uc011lvi.2	NM_207299
uc004bbc.3	NM_017753
uc010mtc.3	NM_207299
uc031tep.1	NM_001278231
uc031teq.1	NM_001278240
uc004bbg.2	NM_197977
uc004bbi.2	NM_001278231
uc004bbh.2	NM_003452
uc011lvk.2	NM_001278232
uc004bbn.3	NM_019592
uc004bbs.2	NM_001340
uc004bbu.1	NM_006444
uc004bbv.3	NM_001042551
uc004bbw.3	NM_006444
uc011lvl.2	NM_001265602
uc010mtg.1	NM_006444
uc010mth.1	NM_006444
uc004bbx.3	NM_001042550
uc004bby.3	NM_006444
uc011lvm.2	NM_001004485
uc011lvo.2	NM_001004483
uc011lvs.2	NM_001004484
uc011lvt.2	NM_015469
uc004bch.1	NM_015469
uc011lvu.1	NM_015469
uc004bci.3	NM_018376
uc004bcj.1	NM_018376
uc004bck.4	NR_024011
uc004bcn.3	NM_080546
uc004bco.1	NM_080546
uc004bcp.3	NM_031919
uc011lvv.1	NM_001145313
uc004bcq.2	NM_207647
uc011lvw.1	NM_207647
uc011lvx.2	NM_001198963
uc004bcr.3	NM_001079802
uc004bcs.3	NM_006731
uc011lvy.2	NM_006731
uc010mtm.3	NM_006731
uc004bct.3	NM_005421
uc004bcu.2	NM_018112
uc010mtn.2	NM_018112
uc004bcz.3	NM_021224
uc010mto.3	NM_021224
uc004bda.3	NM_021224
uc011lvz.2	NM_021224
uc004bdb.1	NM_021224
uc011lwa.2	NM_002874
uc004bde.3	NM_002874
uc022blj.1	NM_001244724
uc011lwb.2	NM_001244713
uc004bdj.1	NM_006687
uc004bdn.3	NM_017832
uc010mtr.3	NM_017832
uc004beg.3	NM_001037293
uc004beh.4	NM_053016
uc004bei.2	NM_001136562
uc004bej.4	NM_007203
uc004bek.4	NM_147150
uc004bel.1	NM_001136562
uc011lwi.2	NM_001198656
uc004bem.3	NM_001004065
uc010mtw.1	NM_001136562
uc011lwj.2	NM_001136562
uc004ben.3	NM_001136562
uc022blt.1	NM_005592
uc004bez.2	NM_001166280
uc022blu.1	NM_001166281
uc022blv.1	NM_005592
uc010mud.1	NM_001007169
uc011lwq.2	NM_001007169
uc004bff.2	NM_133464
uc004bfg.2	NM_001007169
uc004bfm.3	NR_037148
uc004bfl.3	NM_001015882
uc004bfn.3	NM_004125
uc004bfp.3	NM_001017998
uc011lws.2	NM_001198664
uc004bft.3	NM_003358
uc022blz.1	NR_039814
uc004bga.2	NM_032303
uc011lwv.2	NR_036651
uc004bgc.2	NM_001195822
uc004bgb.2	NM_001195822
uc011lww.2	NM_032303
uc004bgf.1	NM_133465
uc011lwx.1	NM_133465
uc004bgj.4	NM_001012994
uc004bgi.4	NM_001012994
uc004bgo.3	NR_024366
uc011lxb.2	NM_001860
uc004bgq.3	NM_001860
uc004bgu.3	NM_001859
uc004bgv.4	NM_001859
uc004bgx.3	NM_004697
uc004bgy.3	NM_001244926
uc004bhg.4	NM_017688
uc010muw.3	NM_017688
uc004bho.4	NM_152786
uc004bhp.3	NM_152786
uc004bhq.4	NM_144488
uc004bhr.4	NM_017790
uc004bhs.4	NM_130795
uc004bht.4	NM_130795
uc010muy.4	NM_001276261
uc004bhu.3	NM_017790
uc004bhv.4	NM_001276260
uc010muz.2	NM_001276260
uc004bhw.4	NM_134427
uc011lxh.3	NM_001276260
uc031teu.1	NM_001276260
uc004bhy.1	NM_001276260
uc004bhz.4	NM_001276260
uc004bia.4	NM_144489
uc031tev.1	NM_001276262
uc004bib.1	NM_133374
uc004bic.3	NM_133374
uc004bid.3	NM_133374
uc011lxi.2	NM_133374
uc011lxj.2	NM_133374
uc010mvb.3	NM_133374
uc011lxl.2	NM_032888
uc010mvd.2	NM_032888
uc004bii.3	NM_032888
uc011lxm.2	NR_030255
uc011lxn.2	NM_032888
uc004bik.4	NM_000607
uc011lxo.2	NM_000607
uc004bil.3	NM_000608
uc004bjc.3	NM_004888
uc004bjd.4	NM_153045
uc004bje.4	NM_153045
uc004bjf.4	NM_153045
uc004bjk.1	NM_017418
uc004bjl.1	NM_017418
uc004bjn.3	NM_002581
uc011lxp.1	NM_002581
uc011lxq.2	NM_002581
uc004bju.1	NR_033973
uc004bjw.2	NM_012210
uc004bjx.2	NM_001099679
uc004bka.4	NM_003266
uc004bjz.4	NM_138554
uc004bkb.4	NM_138557
uc011lyd.1	NR_027442
uc004bkq.3	NR_024408
uc004bkw.2	NM_007018
uc004bkx.1	NM_007018
uc004bky.1	NM_007018
uc004bkz.1	NM_007018
uc004bla.1	NM_007018
uc010mvo.1	NM_007018
uc004blb.1	NM_007018
uc010mvp.1	NM_007018
uc004bld.1	NM_198252
uc010mvr.1	NM_001127667
uc010mvq.1	NM_001127666
uc010mvu.2	NM_001127663
uc010mvt.1	NM_001127665
uc010mvs.1	NM_001127664
uc004ble.1	NM_198252
uc010mvv.1	NM_001127662
uc011lyh.2	NM_001258029
uc011lyi.2	NM_001258030
uc004blf.1	NM_000177
uc011lyj.1	NM_198252
uc004blg.1	NM_198252
uc004bln.3	NM_032552
uc004blo.3	NM_138709
uc004blp.3	NM_138709
uc011lyn.2	NM_198469
uc004blw.2	NM_198469
uc011lyo.1	NM_198469
uc011lyq.2	NM_199177
uc010mvz.2	NM_138777
uc010mwa.3	NM_138777
uc011lyr.2	NM_001173512
uc004bme.3	NM_138777
uc022bmy.1	NM_199177
uc010mwb.2	NM_001271166
uc011lys.2	NM_001271368
uc004bmg.2	NM_000962
uc004bmf.2	NM_080591
uc031tey.1	NM_001271164
uc031tez.1	NM_001271367
uc004bmh.2	NM_001271165
uc011lyt.2	NM_001271165
uc011lyv.2	NM_054107
uc011lyw.2	NM_001004452
uc011lyx.2	NM_001004457
uc011lyy.2	NM_012364
uc022bmz.1	NM_001005236
uc011lzb.2	NM_001005234
uc004bmu.1	NM_001005235
uc022bna.1	NM_001004453
uc011lzd.2	NM_001001923
uc011lze.2	NM_080859
uc004bnl.4	NM_012197
uc011lzh.2	NM_012197
uc004bnm.1	NM_012197
uc011lzk.3	NM_005294
uc011lzj.3	NM_012197
uc004bnw.1	NM_173689
uc004bnx.1	NM_173689
uc004boe.1	NM_004789
uc010mwi.1	NM_004789
uc004bof.3	NM_001166167
uc004boh.3	NM_001145001
uc004bog.3	NM_014397
uc010mwk.3	NM_001166168
uc022bnf.1	NM_001166171
uc004boi.3	NM_001166170
uc022bng.1	NM_001166169
